order_id,order_date,customer_id,sku,product,category,quantity,unit_price,discount_percent,country,channel
ORD-100917,2025-10-19 18:14,C00019,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UAE,Website
ORD-102530,2025-10-27 18:14,C00055,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,United Arab Emirates,website
ORD-104408,2025-03-29 11:14,C00041,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",5,United Arab Emirates,retail
ORD-104508,2026-03-03 17:14,C00587,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,UAE,website
ORD-103132,2025-08-03 13:14,C00184,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",10,UAE,retail
ORD-101286,2025-12-29 17:14,C00002,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",5,Pakistan,Website
ORD-104493,2026-08-03 17:14,C00432,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,United Arab Emirates,marketplace
ORD-102136,2025-05-14 08:14,C00251,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,pakistan,retail
ORD-105018,2025-06-14 18:14,C00013,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",5,UK,marketplace
ORD-103462,2026-04-15 11:14,C00594,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,Pakistan,website
ORD-101220,2025-05-06 18:14,C00407,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,pakistan,website
ORD-104625,23/07/2025,C00039,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",20,Saudi Arabia,retail
ORD-105515,2025-11-28 13:14,C00761,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,United Kingdom,retail
ORD-104298,2026-03-30 18:14,C00015,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",5,UAE,marketplace
ORD-105521,2025-03-24 07:14,C00639,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,pakistan,Website
ORD-103340,2025-04-10 07:14,C00635,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,United Kingdom,Website
ORD-100239,2025-11-08 14:14,C00172,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UK,retail
ORD-100554,2026-06-02 14:14,C00229,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",5,UAE,marketplace
ORD-105661,2026-01-02 18:14,C00631,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UAE,website
ORD-102645,2026-08-24 14:14,C00104,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",20,UK,retail
ORD-103172,2025-04-10 16:14,C00554,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,pakistan,website
ORD-105633,2026-03-03 09:14,C00639,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,United Kingdom,website
ORD-103376,2026-08-17 20:14,C00018,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",5,United Arab Emirates,marketplace
ORD-101944,2026-07-31 19:14,C00056,SKU-1010,65W GaN charger,Power,3,"Rs 3,900",0,pakistan,retail
ORD-103935,2025-12-18 08:14,C00859,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",20,Saudi Arabia,marketplace
ORD-101332,2025-08-25 08:14,C00029,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",10,UAE,Website
ORD-102690,2026-03-27 09:14,C00150,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,Pakistan,Website
ORD-102025,2025-04-13 18:14,C00272,SKU-1010,65W GaN charger,Power,2,"Rs 3,900",0,United Kingdom,retail
ORD-103267,2025-05-25 07:14,C00681,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,United Arab Emirates,retail
ORD-103120,2026-05-28 08:14,C00357,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,Saudi Arabia,website
ORD-105715,2025-07-11 09:14,C00847,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Arab Emirates,retail
ORD-103253,2026-08-23 13:14,C00004,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Saudi Arabia,Website
ORD-103879,2025-04-13 16:14,C00011,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,Pakistan,website
ORD-102463,2026-08-12 10:14,C00068,SKU-1004,HDMI cable 1.5m,Cables,2,"Rs 1,300",0,Pakistan,website
ORD-101929,2026-03-10 14:14,C00761,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,United Kingdom,marketplace
ORD-105778,2026-09-11 17:14,C00024,SKU-1004,HDMI cable 1.5m,Cables,2,"Rs 1,300",0,PK,website
ORD-103971,2026-07-06 18:14,C00044,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",5,United Kingdom,marketplace
ORD-101154,2025-10-31 17:14,C00647,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,Saudi Arabia,website
ORD-105242,2026-01-29 13:14,C00885,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",10,UAE,retail
ORD-102525,2025-07-21 10:14,C00008,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,UK,retail
ORD-103913,2026-04-30 20:14,C00020,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,United Kingdom,website
ORD-103508,2025-11-25 18:14,C00005,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",10,Saudi Arabia,retail
ORD-100044,2025-08-21 15:14,C00490,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",10,Saudi Arabia,website
ORD-103826,2026-06-28 20:14,C00548,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Kingdom,marketplace
ORD-105755,2025-05-14 18:14,,SKU-1003,USB-C cable 2m,Cables,2,Rs 850,0,Saudi Arabia,Website
ORD-105936,2025-05-21 16:14,C00525,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,PK,retail
ORD-101485,2026-01-18 10:14,C00007,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",20,pakistan,website
ORD-105955,2025-07-25 15:14,C00492,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,United Kingdom,Website
ORD-102940,2025-08-24 19:14,C00442,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",5,UAE,Website
ORD-101331,2025-10-25 11:14,C00418,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",20,UK,website
ORD-103134,2026-07-31 08:14,C00209,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,pakistan,website
ORD-105964,02/01/2026,C00045,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,marketplace
ORD-105988,2026-07-09 20:14,C00026,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",5,UK,retail
ORD-104878,2026-03-06 15:14,C00058,SKU-1003,USB-C cable 2m,Cables,2,Rs 850,5,UK,Website
ORD-103082,2026-07-20 12:14,C00008,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",10,Saudi Arabia,website
ORD-100614,2026-04-10 18:14,C00045,SKU-1004,HDMI cable 1.5m,Cables,2,"Rs 1,300",0,pakistan,retail
ORD-100118,2026-04-27 15:14,C00033,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",5,United Kingdom,retail
ORD-102800,2025-09-12 17:14,C00513,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,Website
ORD-105526,2025-08-02 18:14,C00200,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,United Kingdom,Website
ORD-100993,2026-01-26 09:14,C00174,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,United Kingdom,retail
ORD-103037,2026-05-02 16:14,C00577,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",5,Pakistan,retail
ORD-103555,2025-10-02 18:14,C00688,SKU-1001,Mechanical keyboard,Peripherals,3,"Rs 9,800",0,UK,marketplace
ORD-102167,2025-08-10 19:14,C00036,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Arab Emirates,marketplace
ORD-103386,21/06/2025,C00055,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Pakistan,retail
ORD-102979,2025-10-15 08:14,C00849,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,retail
ORD-102636,2026-07-17 18:14,C00048,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",5,UK,retail
ORD-104051,2025-07-15 09:14,C00816,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",5,UAE,retail
ORD-101537,2026-01-01 10:14,C00012,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",0,UK,website
ORD-100918,2025-09-29 07:14,C00348,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,website
ORD-103633,2025-11-05 18:14,C00138,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,PK,website
ORD-103426,2025-11-17 14:14,C00341,SKU-1003,USB-C cable 2m,Cables,3,Rs 850,0,pakistan,retail
ORD-105799,2026-02-10 12:14,C00001,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",10,Saudi Arabia,retail
ORD-100435,2026-01-28 18:14,C00423,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,United Kingdom,Website
ORD-102481,2026-06-24 16:14,C00059,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",5,UK,retail
ORD-101269,2025-11-03 12:14,C00183,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",20,Pakistan,website
ORD-102540,2025-07-10 07:14,C00123,SKU-1010,65W GaN charger,Power,3,"Rs 3,900",5,United Kingdom,Website
ORD-101176,26/08/2026,C00644,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,United Arab Emirates,Website
ORD-105433,2026-01-25 07:14,C00787,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,pakistan,website
ORD-101903,30/06/2025,C00005,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UAE,retail
ORD-104564,2026-02-24 08:14,C00218,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,10,PK,website
ORD-102104,2025-07-06 07:14,C00182,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,pakistan,marketplace
ORD-100096,2026-02-06 08:14,C00024,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",5,UK,marketplace
ORD-104372,2026-01-09 20:14,C00781,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,United Arab Emirates,retail
ORD-100877,2025-07-31 17:14,C00019,SKU-1005,24 inch monitor,Displays,5,"Rs 32,900",5,Pakistan,website
ORD-102662,2026-02-02 10:14,C00726,SKU-1009,Webcam 1080p,Video,5,"Rs 5,400",10,United Kingdom,Website
ORD-100160,2025-05-16 11:14,C00052,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UAE,Website
ORD-104386,2026-05-03 16:14,C00389,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,Saudi Arabia,website
ORD-104602,18/05/2026,C00665,SKU-1010,65W GaN charger,Power,-3,"Rs 3,900",0,UK,website
ORD-104768,2026-01-23 08:14,C00175,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,PK,retail
ORD-104458,2025-09-07 20:14,C00445,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,pakistan,retail
ORD-101583,2025-05-07 08:14,C00807,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",10,pakistan,Website
ORD-102070,2025-08-31 20:14,C00046,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,Website
ORD-101462,2025-08-18 15:14,C00282,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,PK,Website
ORD-103564,2026-06-19 09:14,C00026,SKU-1001,Mechanical keyboard,Peripherals,-1,"Rs 9,800",10,UAE,retail
ORD-102872,2026-06-10 08:14,C00006,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,United Kingdom,Website
ORD-101844,2026-06-22 13:14,C00053,SKU-1006,Laptop stand,Accessories,2,"Rs 4,200",10,UAE,Website
ORD-104567,2026-02-08 07:14,C00528,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Pakistan,website
ORD-104228,2026-08-06 16:14,C00667,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",5,Pakistan,retail
ORD-105802,2025-04-21 14:14,C00013,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",10,United Kingdom,retail
ORD-102296,2025-06-11 13:14,C00819,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,United Kingdom,retail
ORD-103725,2025-09-16 12:14,C00636,SKU-1003,USB-C cable 2m,Cables,3,Rs 850,0,United Arab Emirates,website
ORD-101217,2026-06-18 12:14,C00188,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,UAE,retail
ORD-105756,2025-05-23 13:14,C00851,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,website
ORD-100401,2025-11-16 20:14,C00024,SKU-1005,24 inch monitor,Displays,3,"Rs 32,900",0,pakistan,marketplace
ORD-100781,2026-03-31 12:14,C00726,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,pakistan,retail
ORD-102533,2025-04-11 11:14,C00061,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",5,UAE,Website
ORD-100272,2025-07-26 09:14,C00006,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UK,marketplace
ORD-102180,2026-08-30 18:14,C00667,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Kingdom,retail
ORD-101793,2026-08-16 18:14,C00015,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",0,UK,retail
ORD-102719,2025-10-27 20:14,C00712,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,UK,Website
ORD-105956,2026-08-15 16:14,C00599,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,5,Saudi Arabia,website
ORD-103198,2025-06-07 12:14,C00497,SKU-1007,Noise cancelling headset,Audio,2,"Rs 6,900",0,United Kingdom,marketplace
ORD-100271,2026-05-02 11:14,C00725,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,United Kingdom,marketplace
ORD-101194,2026-01-31 07:14,C00012,SKU-1010,65W GaN charger,Power,3,"Rs 3,900",0,Pakistan,retail
ORD-103935,2025-12-18 08:14,C00859,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",20,Saudi Arabia,marketplace
ORD-105916,2026-04-01 12:14,C00003,SKU-1010,65W GaN charger,Power,2,"Rs 3,900",0,Pakistan,retail
ORD-102489,2025-11-23 09:14,C00523,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Saudi Arabia,marketplace
ORD-102763,2025-07-17 11:14,C00391,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UAE,website
ORD-103416,2025-06-14 17:14,C00016,SKU-1002,Wireless mouse,Peripherals,3,"Rs 2,600",10,PK,marketplace
ORD-103237,2025-06-22 17:14,C00143,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,Pakistan,website
ORD-105129,2025-09-29 18:14,C00484,SKU-1008,1TB portable SSD,Storage,-1,"Rs 13,500",10,United Kingdom,website
ORD-101800,2026-04-17 11:14,C00691,SKU-1009,Webcam 1080p,Video,2,"Rs 5,400",0,Saudi Arabia,Website
ORD-103177,2025-06-29 16:14,C00018,SKU-1006,Laptop stand,Accessories,2,"Rs 4,200",20,Saudi Arabia,marketplace
ORD-103734,2026-09-06 16:14,C00024,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,Pakistan,retail
ORD-102699,2025-03-29 20:14,C00452,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,United Kingdom,retail
ORD-102758,2025-10-11 10:14,C00017,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",10,pakistan,Website
ORD-104019,2026-03-12 11:14,C00052,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",5,Saudi Arabia,Website
ORD-101429,2026-04-17 14:14,C00008,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,Pakistan,marketplace
ORD-100834,2026-06-03 12:14,C00896,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,UAE,retail
ORD-100620,2026-01-20 14:14,C00060,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,United Arab Emirates,website
ORD-103686,2026-01-05 14:14,,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UAE,retail
ORD-100590,2025-03-29 19:14,C00138,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,website
ORD-105541,2025-04-14 18:14,C00201,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,United Kingdom,website
ORD-105349,2026-06-21 10:14,C00498,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,Saudi Arabia,website
ORD-105876,2025-07-13 15:14,C00044,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,Saudi Arabia,website
ORD-101927,2026-03-09 11:14,C00047,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,PK,marketplace
ORD-100059,2025-10-02 09:14,C00689,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",20,pakistan,website
ORD-100608,23/10/2025,C00031,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Pakistan,website
ORD-104031,2026-02-17 20:14,C00672,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",10,UK,website
ORD-103600,2025-06-28 09:14,C00036,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,Pakistan,Website
ORD-101811,2026-08-21 19:14,C00033,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",5,United Kingdom,website
ORD-104492,2025-04-09 19:14,C00028,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",10,United Arab Emirates,retail
ORD-103481,2025-07-13 18:14,C00642,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",20,Pakistan,website
ORD-104415,2026-08-18 15:14,C00016,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",20,Saudi Arabia,retail
ORD-100504,2025-07-28 10:14,C00679,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",5,United Arab Emirates,retail
ORD-104596,2026-07-22 12:14,C00572,SKU-1010,65W GaN charger,Power,-2,"Rs 3,900",0,pakistan,retail
ORD-105514,2026-04-25 15:14,C00171,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",0,UAE,marketplace
ORD-105382,2025-07-16 10:14,C00473,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",20,United Kingdom,marketplace
ORD-101026,2026-07-18 13:14,C00414,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,Saudi Arabia,retail
ORD-102305,2025-06-14 17:14,C00370,SKU-1010,65W GaN charger,Power,2,"Rs 3,900",0,United Arab Emirates,Website
ORD-105572,2026-06-18 15:14,C00440,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,0,PK,website
ORD-105255,2025-10-21 17:14,C00209,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,UK,Website
ORD-104123,2026-04-08 09:14,C00275,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Kingdom,website
ORD-104179,2025-09-09 18:14,C00390,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",20,UAE,Website
ORD-104782,12/07/2026,C00054,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,United Kingdom,Website
ORD-102954,2025-09-24 10:14,C00019,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,UK,retail
ORD-100265,2026-05-07 08:14,C00017,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,United Arab Emirates,retail
ORD-105829,2026-05-12 19:14,C00492,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,PK,retail
ORD-100953,2025-12-10 12:14,C00292,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",5,United Kingdom,website
ORD-105944,2025-04-29 14:14,C00335,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",10,Pakistan,marketplace
ORD-102626,2026-07-20 15:14,C00684,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",10,Saudi Arabia,marketplace
ORD-103966,2026-01-16 08:14,C00370,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",5,pakistan,retail
ORD-102207,2025-07-10 14:14,C00115,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,Pakistan,website
ORD-105078,2026-08-15 14:14,C00056,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,PK,website
ORD-100678,2025-08-04 07:14,C00726,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",10,UK,Website
ORD-104242,2026-08-04 13:14,C00069,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UAE,website
ORD-105494,2025-08-16 09:14,C00053,SKU-1007,Noise cancelling headset,Audio,-1,"Rs 6,900",20,pakistan,marketplace
ORD-104407,2026-06-25 10:14,C00029,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,UAE,Website
ORD-102322,19/05/2025,C00614,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,Pakistan,Website
ORD-103189,2025-05-14 11:14,C00007,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,pakistan,retail
ORD-104193,2025-05-22 14:14,C00059,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,UAE,retail
ORD-101735,2025-10-18 10:14,C00502,SKU-1001,Mechanical keyboard,Peripherals,2,"Rs 9,800",0,Pakistan,website
ORD-103233,2025-09-04 20:14,C00023,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UAE,website
ORD-105043,2026-06-11 15:14,C00326,SKU-1003,USB-C cable 2m,Cables,-1,Rs 850,0,United Arab Emirates,Website
ORD-104586,2026-05-01 18:14,C00019,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",0,United Kingdom,retail
ORD-100232,2025-06-03 08:14,C00053,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",20,United Arab Emirates,Website
ORD-102661,2025-06-25 19:14,C00596,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,United Arab Emirates,retail
ORD-101885,2026-08-11 18:14,C00672,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,UK,marketplace
ORD-103304,2026-09-03 12:14,C00090,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,20,PK,marketplace
ORD-101999,2026-07-11 17:14,C00703,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Pakistan,marketplace
ORD-105267,21/07/2026,C00524,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",0,United Kingdom,Website
ORD-102921,2025-08-08 10:14,C00708,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,United Kingdom,Website
ORD-105651,2025-07-19 10:14,C00851,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",20,United Kingdom,Website
ORD-101815,2025-05-15 17:14,C00679,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",0,Saudi Arabia,Website
ORD-101335,2025-11-07 07:14,C00639,SKU-1003,USB-C cable 2m,Cables,1,Rs 850,5,United Kingdom,retail
ORD-105405,2026-06-09 20:14,C00012,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,Saudi Arabia,marketplace
ORD-100287,2025-10-29 17:14,C00539,SKU-1009,Webcam 1080p,Video,1,"Rs 5,400",10,pakistan,website
ORD-101984,2026-02-20 09:14,C00648,SKU-1002,Wireless mouse,Peripherals,3,"Rs 2,600",0,United Kingdom,Website
ORD-101312,2025-04-23 08:14,C00013,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",5,pakistan,retail
ORD-101545,2026-03-16 14:14,C00264,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,PK,Website
ORD-103983,2026-04-26 17:14,C00247,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,pakistan,marketplace
ORD-104988,2025-03-27 13:14,C00560,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,UK,Website
ORD-100880,2026-07-17 13:14,C00522,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",10,Saudi Arabia,retail
ORD-103841,2026-02-04 10:14,C00388,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,pakistan,retail
ORD-101436,2026-02-11 09:14,C00279,SKU-1002,Wireless mouse,Peripherals,2,"Rs 2,600",0,United Arab Emirates,marketplace
ORD-104852,2026-02-15 11:14,C00192,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",20,Pakistan,website
ORD-101609,22/08/2025,C00380,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Saudi Arabia,retail
ORD-102695,2026-03-28 14:14,C00330,SKU-1010,65W GaN charger,Power,-1,"Rs 3,900",20,United Kingdom,Website
ORD-104742,2026-01-29 18:14,C00201,SKU-1006,Laptop stand,Accessories,2,"Rs 4,200",10,pakistan,website
ORD-100727,2026-07-03 10:14,C00001,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",0,Pakistan,retail
ORD-101488,2026-08-04 07:14,C00585,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,pakistan,website
ORD-105316,2026-06-16 15:14,C00016,SKU-1007,Noise cancelling headset,Audio,1,"Rs 6,900",20,UK,website
ORD-101590,2026-08-31 15:14,C00072,SKU-1008,1TB portable SSD,Storage,1,"Rs 13,500",0,pakistan,retail
ORD-102084,2026-06-28 10:14,C00031,SKU-1002,Wireless mouse,Peripherals,1,"Rs 2,600",5,UK,website
ORD-100213,16/02/2026,C00046,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",20,Saudi Arabia,retail
ORD-100822,2025-06-16 07:14,C00035,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,Saudi Arabia,marketplace
ORD-102750,2026-02-03 09:14,C00896,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",20,United Arab Emirates,website
ORD-101992,2025-06-02 17:14,C00181,SKU-1007,Noise cancelling headset,Audio,2,"Rs 6,900",0,UAE,Website
ORD-104432,2025-10-25 19:14,C00052,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,United Kingdom,marketplace
ORD-101319,25/05/2026,C00217,SKU-1005,24 inch monitor,Displays,2,"Rs 32,900",5,Pakistan,marketplace
ORD-100201,2025-04-18 20:14,C00029,SKU-1009,Webcam 1080p,Video,-2,"Rs 5,400",0,Saudi Arabia,retail
ORD-102793,2025-06-27 13:14,C00001,SKU-1003,USB-C cable 2m,Cables,5,Rs 850,0,UK,website
ORD-102078,2026-04-07 15:14,C00014,SKU-1004,HDMI cable 1.5m,Cables,1,"Rs 1,300",0,PK,retail
ORD-103638,20/06/2025,C00349,SKU-1008,1TB portable SSD,Storage,2,"Rs 13,500",0,Pakistan,marketplace
ORD-101560,2025-06-03 19:14,C00733,SKU-1006,Laptop stand,Accessories,1,"Rs 4,200",10,pakistan,website
ORD-102870,2025-05-19 12:14,C00010,SKU-1010,65W GaN charger,Power,1,"Rs 3,900",0,Pakistan,retail
ORD-102985,2026-02-03 20:14,C00898,SKU-1001,Mechanical keyboard,Peripherals,1,"Rs 9,800",0,pakistan,Website
ORD-100903,2025-06-03 14:14,C00048,SKU-1005,24 inch monitor,Displays,1,"Rs 32,900",0,Saudi Arabia,marketplace
